"","id","Dato","Vannstand"
"1049",1049,2020-04-20 10:00:00,0.51
"1050",1050,2020-04-20 10:30:00,0.509
"1051",1051,2020-04-20 11:00:00,0.504
"1052",1052,2020-04-20 11:30:00,0.501
"1053",1053,2020-04-20 12:00:00,0.499
"1054",1054,2020-04-20 12:30:00,0.496
"1055",1055,2020-04-20 13:00:00,0.493
"1056",1056,2020-04-20 13:30:00,0.492
"1057",1057,2020-04-20 14:00:00,0.489
"1058",1058,2020-04-20 14:30:00,0.489
"1059",1059,2020-04-20 15:00:00,0.49
"1060",1060,2020-04-20 15:30:00,0.489
"1061",1061,2020-04-20 16:00:00,0.487
"1062",1062,2020-04-20 16:30:00,0.485
"1063",1063,2020-04-20 17:00:00,0.485
"1064",1064,2020-04-20 17:30:00,0.485
"1065",1065,2020-04-20 18:00:00,0.485
"1066",1066,2020-04-20 18:30:00,0.486
"1067",1067,2020-04-20 19:00:00,0.486
"1068",1068,2020-04-20 19:30:00,0.489
"1069",1069,2020-04-20 20:00:00,0.488
"1070",1070,2020-04-20 20:30:00,0.487
"1071",1071,2020-04-20 21:00:00,0.489
"1072",1072,2020-04-20 21:30:00,0.489
"1073",1073,2020-04-20 22:00:00,0.49
"1074",1074,2020-04-20 22:30:00,0.492
"1075",1075,2020-04-20 23:00:00,0.495
"1076",1076,2020-04-20 23:30:00,0.494
"1077",1077,2020-04-21 00:00:00,0.491
"1078",1078,2020-04-21 00:30:00,0.492
"1079",1079,2020-04-21 01:00:00,0.493
"1080",1080,2020-04-21 01:30:00,0.49
"1081",1081,2020-04-21 02:00:00,0.49
"1082",1082,2020-04-21 02:30:00,0.493
"1083",1083,2020-04-21 03:00:00,0.491
"1084",1084,2020-04-21 03:30:00,0.489
"1085",1085,2020-04-21 04:00:00,0.49
"1086",1086,2020-04-21 04:30:00,0.488
"1087",1087,2020-04-21 05:00:00,0.486
"1088",1088,2020-04-21 05:30:00,0.482
"1089",1089,2020-04-21 06:00:00,0.48
"1090",1090,2020-04-21 06:30:00,0.473
"1091",1091,2020-04-21 07:00:00,0.47
"1092",1092,2020-04-21 07:30:00,0.466
"1093",1093,2020-04-21 08:00:00,0.465
"1094",1094,2020-04-21 08:30:00,0.466
"1095",1095,2020-04-21 09:00:00,0.461
"1096",1096,2020-04-21 09:30:00,0.456
"1097",1097,2020-04-21 10:00:00,0.454
"1098",1098,2020-04-21 10:30:00,0.45
"1099",1099,2020-04-21 11:00:00,0.447
"1100",1100,2020-04-21 11:30:00,0.445
"1101",1101,2020-04-21 12:00:00,0.442
"1102",1102,2020-04-21 12:30:00,0.439
"1103",1103,2020-04-21 13:00:00,0.436
"1104",1104,2020-04-21 13:30:00,0.436
"1105",1105,2020-04-21 14:00:00,0.434
"1106",1106,2020-04-21 14:30:00,0.431
"1107",1107,2020-04-21 15:00:00,0.432
"1108",1108,2020-04-21 15:30:00,0.431
"1109",1109,2020-04-21 16:00:00,0.431
"1110",1110,2020-04-21 16:30:00,0.431
"1111",1111,2020-04-21 17:00:00,0.432
"1112",1112,2020-04-21 17:30:00,0.433
"1113",1113,2020-04-21 18:00:00,0.434
"1114",1114,2020-04-21 18:30:00,0.433
"1115",1115,2020-04-21 19:00:00,0.432
"1116",1116,2020-04-21 19:30:00,0.433
"1117",1117,2020-04-21 20:00:00,0.434
"1118",1118,2020-04-21 20:30:00,0.435
"1119",1119,2020-04-21 21:00:00,0.437
"1120",1120,2020-04-21 21:30:00,0.437
"1121",1121,2020-04-21 22:00:00,0.441
"1122",1122,2020-04-21 22:30:00,0.444
"1123",1123,2020-04-21 23:00:00,0.446
"1124",1124,2020-04-21 23:30:00,0.447
"1125",1125,2020-04-22 00:00:00,0.452
"1126",1126,2020-04-22 00:30:00,0.456
"1127",1127,2020-04-22 01:00:00,0.459
"1128",1128,2020-04-22 01:30:00,0.461
"1129",1129,2020-04-22 02:00:00,0.464
"1130",1130,2020-04-22 02:30:00,0.467
"1131",1131,2020-04-22 03:00:00,0.469
"1132",1132,2020-04-22 03:30:00,0.471
"1133",1133,2020-04-22 04:00:00,0.474
"1134",1134,2020-04-22 04:30:00,0.477
"1135",1135,2020-04-22 05:00:00,0.48
"1136",1136,2020-04-22 05:30:00,0.485
"1137",1137,2020-04-22 06:00:00,0.487
"1138",1138,2020-04-22 06:30:00,0.489
"1139",1139,2020-04-22 07:00:00,0.493
"1140",1140,2020-04-22 07:30:00,0.498
"1141",1141,2020-04-22 08:00:00,0.499
"1142",1142,2020-04-22 08:30:00,0.501
"1143",1143,2020-04-22 09:00:00,0.504
"1144",1144,2020-04-22 09:30:00,0.507
"1145",1145,2020-04-22 10:00:00,0.506
"1146",1146,2020-04-22 10:30:00,0.506
"1147",1147,2020-04-22 11:00:00,0.509
"1148",1148,2020-04-22 11:30:00,0.511
"1149",1149,2020-04-22 12:00:00,0.512
"1150",1150,2020-04-22 12:30:00,0.516
"1151",1151,2020-04-22 13:00:00,0.518
"1152",1152,2020-04-22 13:30:00,0.519
"1153",1153,2020-04-22 14:00:00,0.522
"1154",1154,2020-04-22 14:30:00,0.525
"1155",1155,2020-04-22 15:00:00,0.527
"1156",1156,2020-04-22 15:30:00,0.528
"1157",1157,2020-04-22 16:00:00,0.53
"1158",1158,2020-04-22 16:30:00,0.534
"1159",1159,2020-04-22 17:00:00,0.537
"1160",1160,2020-04-22 17:30:00,0.539
"1161",1161,2020-04-22 18:00:00,0.541
"1162",1162,2020-04-22 18:30:00,0.542
"1163",1163,2020-04-22 19:00:00,0.547
"1164",1164,2020-04-22 19:30:00,0.55
"1165",1165,2020-04-22 20:00:00,0.552
"1166",1166,2020-04-22 20:30:00,0.556
"1167",1167,2020-04-22 21:00:00,0.559
"1168",1168,2020-04-22 21:30:00,0.562
"1169",1169,2020-04-22 22:00:00,0.566
"1170",1170,2020-04-22 22:30:00,0.57
"1171",1171,2020-04-22 23:00:00,0.572
"1172",1172,2020-04-22 23:30:00,0.577
"1173",1173,2020-04-23 00:00:00,0.581
"1174",1174,2020-04-23 00:30:00,0.586
"1175",1175,2020-04-23 01:00:00,0.59
"1176",1176,2020-04-23 01:30:00,0.594
"1177",1177,2020-04-23 02:00:00,0.597
"1178",1178,2020-04-23 02:30:00,0.601
"1179",1179,2020-04-23 03:00:00,0.604
"1180",1180,2020-04-23 03:30:00,0.608
"1181",1181,2020-04-23 04:00:00,0.611
"1182",1182,2020-04-23 04:30:00,0.615
"1183",1183,2020-04-23 05:00:00,0.619
"1184",1184,2020-04-23 05:30:00,0.623
"1185",1185,2020-04-23 06:00:00,0.628
"1186",1186,2020-04-23 06:30:00,0.63
"1187",1187,2020-04-23 07:00:00,0.635
"1188",1188,2020-04-23 07:30:00,0.64
"1189",1189,2020-04-23 08:00:00,0.644
"1190",1190,2020-04-23 08:30:00,0.649
"1191",1191,2020-04-23 09:00:00,0.651
"1192",1192,2020-04-23 09:30:00,0.654
"1193",1193,2020-04-23 10:00:00,0.658
"1194",1194,2020-04-23 10:30:00,0.661
"1195",1195,2020-04-23 11:00:00,0.662
"1196",1196,2020-04-23 11:30:00,0.664
"1197",1197,2020-04-23 12:00:00,0.666
"1198",1198,2020-04-23 12:30:00,0.669
"1199",1199,2020-04-23 13:00:00,0.672
"1200",1200,2020-04-23 13:30:00,0.675
"1201",1201,2020-04-23 14:00:00,0.677
"1202",1202,2020-04-23 14:30:00,0.68
"1203",1203,2020-04-23 15:00:00,0.683
"1204",1204,2020-04-23 15:30:00,0.686
"1205",1205,2020-04-23 16:00:00,0.69
"1206",1206,2020-04-23 16:30:00,0.694
"1207",1207,2020-04-23 17:00:00,0.696
"1208",1208,2020-04-23 17:30:00,0.697
"1209",1209,2020-04-23 18:00:00,0.7
"1210",1210,2020-04-23 18:30:00,0.702
"1211",1211,2020-04-23 19:00:00,0.704
"1212",1212,2020-04-23 19:30:00,0.704
"1213",1213,2020-04-23 20:00:00,0.705
"1214",1214,2020-04-23 20:30:00,0.706
"1215",1215,2020-04-23 21:00:00,0.707
"1216",1216,2020-04-23 21:30:00,0.706
"1217",1217,2020-04-23 22:00:00,0.705
"1218",1218,2020-04-23 22:30:00,0.704
"1219",1219,2020-04-23 23:00:00,0.704
"1220",1220,2020-04-23 23:30:00,0.704
"1221",1221,2020-04-24 00:00:00,0.705
"1222",1222,2020-04-24 00:30:00,0.704
"1223",1223,2020-04-24 01:00:00,0.705
"1224",1224,2020-04-24 01:30:00,0.706
"1225",1225,2020-04-24 02:00:00,0.705
"1226",1226,2020-04-24 02:30:00,0.705
"1227",1227,2020-04-24 03:00:00,0.704
"1228",1228,2020-04-24 03:30:00,0.702
"1229",1229,2020-04-24 04:00:00,0.7
"1230",1230,2020-04-24 04:30:00,0.702
"1231",1231,2020-04-24 05:00:00,0.706
"1232",1232,2020-04-24 05:30:00,0.708
"1233",1233,2020-04-24 06:00:00,0.709
"1234",1234,2020-04-24 06:30:00,0.711
"1235",1235,2020-04-24 07:00:00,0.711
"1236",1236,2020-04-24 07:30:00,0.712
"1237",1237,2020-04-24 08:00:00,0.715
"1238",1238,2020-04-24 08:30:00,0.715
"1239",1239,2020-04-24 09:00:00,0.718
"1240",1240,2020-04-24 09:30:00,0.715
"1241",1241,2020-04-24 10:00:00,0.716
"1242",1242,2020-04-24 10:30:00,0.715
"1243",1243,2020-04-24 11:00:00,0.714
"1244",1244,2020-04-24 11:30:00,0.713
"1245",1245,2020-04-24 12:00:00,0.712
"1246",1246,2020-04-24 12:30:00,0.711
"1247",1247,2020-04-24 13:00:00,0.71
"1248",1248,2020-04-24 13:30:00,0.709
"1249",1249,2020-04-24 14:00:00,0.709
"1250",1250,2020-04-24 14:30:00,0.709
"1251",1251,2020-04-24 15:00:00,0.71
"1252",1252,2020-04-24 15:30:00,0.711
"1253",1253,2020-04-24 16:00:00,0.712
"1254",1254,2020-04-24 16:30:00,0.714
"1255",1255,2020-04-24 17:00:00,0.717
"1256",1256,2020-04-24 17:30:00,0.717
"1257",1257,2020-04-24 18:00:00,0.72
"1258",1258,2020-04-24 18:30:00,0.722
"1259",1259,2020-04-24 19:00:00,0.725
"1260",1260,2020-04-24 19:30:00,0.727
"1261",1261,2020-04-24 20:00:00,0.73
"1262",1262,2020-04-24 20:30:00,0.733
"1263",1263,2020-04-24 21:00:00,0.736
"1264",1264,2020-04-24 21:30:00,0.739
"1265",1265,2020-04-24 22:00:00,0.739
"1266",1266,2020-04-24 22:30:00,0.742
"1267",1267,2020-04-24 23:00:00,0.749
"1268",1268,2020-04-24 23:30:00,0.75
"1269",1269,2020-04-25 00:00:00,0.753
"1270",1270,2020-04-25 00:30:00,0.758
"1271",1271,2020-04-25 01:00:00,0.756
"1272",1272,2020-04-25 01:30:00,0.764
"1273",1273,2020-04-25 02:00:00,0.763
"1274",1274,2020-04-25 02:30:00,0.77
"1275",1275,2020-04-25 03:00:00,0.772
"1276",1276,2020-04-25 03:30:00,0.774
"1277",1277,2020-04-25 04:00:00,0.779
"1278",1278,2020-04-25 04:30:00,0.784
"1279",1279,2020-04-25 05:00:00,0.788
"1280",1280,2020-04-25 05:30:00,0.787
"1281",1281,2020-04-25 06:00:00,0.788
"1282",1282,2020-04-25 06:30:00,0.785
"1283",1283,2020-04-25 07:00:00,0.787
"1284",1284,2020-04-25 07:30:00,0.79
"1285",1285,2020-04-25 08:00:00,0.788
"1286",1286,2020-04-25 08:30:00,0.789
"1287",1287,2020-04-25 09:00:00,0.792
"1288",1288,2020-04-25 09:30:00,0.794
"1289",1289,2020-04-25 10:00:00,0.794
"1290",1290,2020-04-25 10:30:00,0.791
"1291",1291,2020-04-25 11:00:00,0.788
"1292",1292,2020-04-25 11:30:00,0.786
"1293",1293,2020-04-25 12:00:00,0.786
"1294",1294,2020-04-25 12:30:00,0.786
"1295",1295,2020-04-25 13:00:00,0.785
"1296",1296,2020-04-25 13:30:00,0.786
"1297",1297,2020-04-25 14:00:00,0.784
"1298",1298,2020-04-25 14:30:00,0.782
"1299",1299,2020-04-25 15:00:00,0.783
"1300",1300,2020-04-25 15:30:00,0.782
"1301",1301,2020-04-25 16:00:00,0.783
"1302",1302,2020-04-25 16:30:00,0.784
"1303",1303,2020-04-25 17:00:00,0.782
"1304",1304,2020-04-25 17:30:00,0.782
"1305",1305,2020-04-25 18:00:00,0.783
"1306",1306,2020-04-25 18:30:00,0.783
"1307",1307,2020-04-25 19:00:00,0.783
"1308",1308,2020-04-25 19:30:00,0.782
"1309",1309,2020-04-25 20:00:00,0.781
"1310",1310,2020-04-25 20:30:00,0.784
"1311",1311,2020-04-25 21:00:00,0.782
"1312",1312,2020-04-25 21:30:00,0.782
"1313",1313,2020-04-25 22:00:00,0.782
"1314",1314,2020-04-25 22:30:00,0.78
"1315",1315,2020-04-25 23:00:00,0.778
"1316",1316,2020-04-25 23:30:00,0.777
"1317",1317,2020-04-26 00:00:00,0.777
"1318",1318,2020-04-26 00:30:00,0.777
"1319",1319,2020-04-26 01:00:00,0.776
"1320",1320,2020-04-26 01:30:00,0.775
"1321",1321,2020-04-26 02:00:00,0.772
"1322",1322,2020-04-26 02:30:00,0.769
"1323",1323,2020-04-26 03:00:00,0.769
"1324",1324,2020-04-26 03:30:00,0.769
"1325",1325,2020-04-26 04:00:00,0.767
"1326",1326,2020-04-26 04:30:00,0.765
"1327",1327,2020-04-26 05:00:00,0.762
"1328",1328,2020-04-26 05:30:00,0.758
"1329",1329,2020-04-26 06:00:00,0.758
"1330",1330,2020-04-26 06:30:00,0.754
"1331",1331,2020-04-26 07:00:00,0.752
"1332",1332,2020-04-26 07:30:00,0.751
"1333",1333,2020-04-26 08:00:00,0.748
"1334",1334,2020-04-26 08:30:00,0.745
"1335",1335,2020-04-26 09:00:00,0.742
"1336",1336,2020-04-26 09:30:00,0.74
"1337",1337,2020-04-26 10:00:00,0.737
"1338",1338,2020-04-26 10:30:00,0.734
"1339",1339,2020-04-26 11:00:00,0.732
"1340",1340,2020-04-26 11:30:00,0.729
"1341",1341,2020-04-26 12:00:00,0.729
"1342",1342,2020-04-26 12:30:00,0.727
"1343",1343,2020-04-26 13:00:00,0.723
"1344",1344,2020-04-26 13:30:00,0.723
"1345",1345,2020-04-26 14:00:00,0.719
"1346",1346,2020-04-26 14:30:00,0.718
"1347",1347,2020-04-26 15:00:00,0.716
"1348",1348,2020-04-26 15:30:00,0.714
"1349",1349,2020-04-26 16:00:00,0.712
"1350",1350,2020-04-26 16:30:00,0.711
"1351",1351,2020-04-26 17:00:00,0.709
"1352",1352,2020-04-26 17:30:00,0.708
"1353",1353,2020-04-26 18:00:00,0.705
"1354",1354,2020-04-26 18:30:00,0.703
"1355",1355,2020-04-26 19:00:00,0.702
"1356",1356,2020-04-26 19:30:00,0.699
"1357",1357,2020-04-26 20:00:00,0.697
"1358",1358,2020-04-26 20:30:00,0.695
"1359",1359,2020-04-26 21:00:00,0.693
"1360",1360,2020-04-26 21:30:00,0.691
"1361",1361,2020-04-26 22:00:00,0.688
"1362",1362,2020-04-26 22:30:00,0.687
"1363",1363,2020-04-26 23:00:00,0.684
"1364",1364,2020-04-26 23:30:00,0.683
"1365",1365,2020-04-27 00:00:00,0.68
"1366",1366,2020-04-27 00:30:00,0.679
"1367",1367,2020-04-27 01:00:00,0.678
"1368",1368,2020-04-27 01:30:00,0.677
"1369",1369,2020-04-27 02:00:00,0.676
"1370",1370,2020-04-27 02:30:00,0.675
"1371",1371,2020-04-27 03:00:00,0.674
"1372",1372,2020-04-27 03:30:00,0.673
"1373",1373,2020-04-27 04:00:00,0.672
"1374",1374,2020-04-27 04:30:00,0.672
"1375",1375,2020-04-27 05:00:00,0.671
"1376",1376,2020-04-27 05:30:00,0.671
"1377",1377,2020-04-27 06:00:00,0.669
"1378",1378,2020-04-27 06:30:00,0.669
"1379",1379,2020-04-27 07:00:00,0.669
"1380",1380,2020-04-27 07:30:00,0.667
"1381",1381,2020-04-27 08:00:00,0.666
"1382",1382,2020-04-27 08:30:00,0.667
"1383",1383,2020-04-27 09:00:00,0.667
"1384",1384,2020-04-27 09:30:00,0.666
"1385",1385,2020-04-27 10:00:00,0.667
"1386",1386,2020-04-27 10:30:00,0.668
"1387",1387,2020-04-27 11:00:00,0.668
"1388",1388,2020-04-27 11:30:00,0.67
"1389",1389,2020-04-27 12:00:00,0.669
"1390",1390,2020-04-27 12:30:00,0.67
"1391",1391,2020-04-27 13:00:00,0.67
"1392",1392,2020-04-27 13:30:00,0.671
"1393",1393,2020-04-27 14:00:00,0.672
"1394",1394,2020-04-27 14:30:00,0.673
"1395",1395,2020-04-27 15:00:00,0.674
"1396",1396,2020-04-27 15:30:00,0.675
"1397",1397,2020-04-27 16:00:00,0.676
"1398",1398,2020-04-27 16:30:00,0.675
"1399",1399,2020-04-27 17:00:00,0.675
"1400",1400,2020-04-27 17:30:00,0.674
"1401",1401,2020-04-27 18:00:00,0.674
"1402",1402,2020-04-27 18:30:00,0.674
"1403",1403,2020-04-27 19:00:00,0.674
"1404",1404,2020-04-27 19:30:00,0.674
"1405",1405,2020-04-27 20:00:00,0.674
"1406",1406,2020-04-27 20:30:00,0.673
"1407",1407,2020-04-27 21:00:00,0.673
"1408",1408,2020-04-27 21:30:00,0.673
"1409",1409,2020-04-27 22:00:00,0.674
"1410",1410,2020-04-27 22:30:00,0.674
"1411",1411,2020-04-27 23:00:00,0.675
"1412",1412,2020-04-27 23:30:00,0.676
"1413",1413,2020-04-28 00:00:00,0.677
"1414",1414,2020-04-28 00:30:00,0.677
"1415",1415,2020-04-28 01:00:00,0.679
"1416",1416,2020-04-28 01:30:00,0.682
"1417",1417,2020-04-28 02:00:00,0.681
"1418",1418,2020-04-28 02:30:00,0.682
"1419",1419,2020-04-28 03:00:00,0.681
"1420",1420,2020-04-28 03:30:00,0.683
"1421",1421,2020-04-28 04:00:00,0.685
"1422",1422,2020-04-28 04:30:00,0.687
"1423",1423,2020-04-28 05:00:00,0.686
"1424",1424,2020-04-28 05:30:00,0.688
"1425",1425,2020-04-28 06:00:00,0.689
"1426",1426,2020-04-28 06:30:00,0.691
"1427",1427,2020-04-28 07:00:00,0.693
"1428",1428,2020-04-28 07:30:00,0.696
"1429",1429,2020-04-28 08:00:00,0.698
"1430",1430,2020-04-28 08:30:00,0.702
"1431",1431,2020-04-28 09:00:00,0.702
"1432",1432,2020-04-28 09:30:00,0.704
"1433",1433,2020-04-28 10:00:00,0.705
"1434",1434,2020-04-28 10:30:00,0.707
"1435",1435,2020-04-28 11:00:00,0.709
"1436",1436,2020-04-28 11:30:00,0.71
"1437",1437,2020-04-28 12:00:00,0.712
"1438",1438,2020-04-28 12:30:00,0.713
"1439",1439,2020-04-28 13:00:00,0.713
"1440",1440,2020-04-28 13:30:00,0.713
"1441",1441,2020-04-28 14:00:00,0.715
"1442",1442,2020-04-28 14:30:00,0.717
"1443",1443,2020-04-28 15:00:00,0.718
"1444",1444,2020-04-28 15:30:00,0.719
"1445",1445,2020-04-28 16:00:00,0.721
"1446",1446,2020-04-28 16:30:00,0.721
"1447",1447,2020-04-28 17:00:00,0.721
"1448",1448,2020-04-28 17:30:00,0.72
"1449",1449,2020-04-28 18:00:00,0.72
"1450",1450,2020-04-28 18:30:00,0.719
"1451",1451,2020-04-28 19:00:00,0.718
"1452",1452,2020-04-28 19:30:00,0.717
"1453",1453,2020-04-28 20:00:00,0.717
"1454",1454,2020-04-28 20:30:00,0.716
"1455",1455,2020-04-28 21:00:00,0.714
"1456",1456,2020-04-28 21:30:00,0.714
"1457",1457,2020-04-28 22:00:00,0.715
"1458",1458,2020-04-28 22:30:00,0.715
"1459",1459,2020-04-28 23:00:00,0.716
"1460",1460,2020-04-28 23:30:00,0.714
"1461",1461,2020-04-29 00:00:00,0.714
"1462",1462,2020-04-29 00:30:00,0.714
"1463",1463,2020-04-29 01:00:00,0.715
"1464",1464,2020-04-29 01:30:00,0.715
"1465",1465,2020-04-29 02:00:00,0.714
"1466",1466,2020-04-29 02:30:00,0.714
"1467",1467,2020-04-29 03:00:00,0.712
"1468",1468,2020-04-29 03:30:00,0.716
"1469",1469,2020-04-29 04:00:00,0.714
"1470",1470,2020-04-29 04:30:00,0.713
"1471",1471,2020-04-29 05:00:00,0.712
"1472",1472,2020-04-29 05:30:00,0.712
"1473",1473,2020-04-29 06:00:00,0.71
"1474",1474,2020-04-29 06:30:00,0.71
"1475",1475,2020-04-29 07:00:00,0.71
"1476",1476,2020-04-29 07:30:00,0.709
"1477",1477,2020-04-29 08:00:00,0.706
"1478",1478,2020-04-29 08:30:00,0.708
"1479",1479,2020-04-29 09:00:00,0.708
"1480",1480,2020-04-29 09:30:00,0.708
"1481",1481,2020-04-29 10:00:00,0.708
"1482",1482,2020-04-29 10:30:00,0.709
"1483",1483,2020-04-29 11:00:00,0.71
"1484",1484,2020-04-29 11:30:00,0.71
"1485",1485,2020-04-29 12:00:00,0.709
"1486",1486,2020-04-29 12:30:00,0.706
"1487",1487,2020-04-29 13:00:00,0.707
"1488",1488,2020-04-29 13:30:00,0.707
"1489",1489,2020-04-29 14:00:00,0.707
"1490",1490,2020-04-29 14:30:00,0.706
"1491",1491,2020-04-29 15:00:00,0.704
"1492",1492,2020-04-29 15:30:00,0.705
"1493",1493,2020-04-29 16:00:00,0.706
"1494",1494,2020-04-29 16:30:00,0.705
"1495",1495,2020-04-29 17:00:00,0.705
"1496",1496,2020-04-29 17:30:00,0.705
"1497",1497,2020-04-29 18:00:00,0.704
"1498",1498,2020-04-29 18:30:00,0.704
"1499",1499,2020-04-29 19:00:00,0.704
"1500",1500,2020-04-29 19:30:00,0.703
"1501",1501,2020-04-29 20:00:00,0.703
"1502",1502,2020-04-29 20:30:00,0.702
"1503",1503,2020-04-29 21:00:00,0.701
"1504",1504,2020-04-29 21:30:00,0.701
"1505",1505,2020-04-29 22:00:00,0.702
"1506",1506,2020-04-29 22:30:00,0.702
"1507",1507,2020-04-29 23:00:00,0.702
"1508",1508,2020-04-29 23:30:00,0.704
"1509",1509,2020-04-30 00:00:00,0.704
"1510",1510,2020-04-30 00:30:00,0.705
"1511",1511,2020-04-30 01:00:00,0.705
"1512",1512,2020-04-30 01:30:00,0.706
"1513",1513,2020-04-30 02:00:00,0.706
"1514",1514,2020-04-30 02:30:00,0.707
"1515",1515,2020-04-30 03:00:00,0.707
"1516",1516,2020-04-30 03:30:00,0.707
"1517",1517,2020-04-30 04:00:00,0.708
"1518",1518,2020-04-30 04:30:00,0.71
"1519",1519,2020-04-30 05:00:00,0.71
"1520",1520,2020-04-30 05:30:00,0.712
"1521",1521,2020-04-30 06:00:00,0.714
"1522",1522,2020-04-30 06:30:00,0.715
"1523",1523,2020-04-30 07:00:00,0.717
"1524",1524,2020-04-30 07:30:00,0.719
"1525",1525,2020-04-30 08:00:00,0.723
"1526",1526,2020-04-30 08:30:00,0.725
"1527",1527,2020-04-30 09:00:00,0.727
"1528",1528,2020-04-30 09:30:00,0.729
"1529",1529,2020-04-30 10:00:00,0.73
"1530",1530,2020-04-30 10:30:00,0.732
"1531",1531,2020-04-30 11:00:00,0.734
"1532",1532,2020-04-30 11:30:00,0.736
"1533",1533,2020-04-30 12:00:00,0.736
"1534",1534,2020-04-30 12:30:00,0.738
"1535",1535,2020-04-30 13:00:00,0.739
"1536",1536,2020-04-30 13:30:00,0.74
"1537",1537,2020-04-30 14:00:00,0.742
"1538",1538,2020-04-30 14:30:00,0.743
"1539",1539,2020-04-30 15:00:00,0.744
"1540",1540,2020-04-30 15:30:00,0.745
"1541",1541,2020-04-30 16:00:00,0.746
"1542",1542,2020-04-30 16:30:00,0.747
"1543",1543,2020-04-30 17:00:00,0.749
"1544",1544,2020-04-30 17:30:00,0.751
"1545",1545,2020-04-30 18:00:00,0.753
"1546",1546,2020-04-30 18:30:00,0.753
"1547",1547,2020-04-30 19:00:00,0.753
"1548",1548,2020-04-30 19:30:00,0.753
"1549",1549,2020-04-30 20:00:00,0.752
"1550",1550,2020-04-30 20:30:00,0.751
"1551",1551,2020-04-30 21:00:00,0.753
"1552",1552,2020-04-30 21:30:00,0.754
"1553",1553,2020-04-30 22:00:00,0.753
"1554",1554,2020-04-30 22:30:00,0.754
"1555",1555,2020-04-30 23:00:00,0.756
"1556",1556,2020-04-30 23:30:00,0.756
"1557",1557,2020-05-01 00:00:00,0.756
"1558",1558,2020-05-01 00:30:00,0.756
"1559",1559,2020-05-01 01:00:00,0.756
"1560",1560,2020-05-01 01:30:00,0.757
"1561",1561,2020-05-01 02:00:00,0.757
"1562",1562,2020-05-01 02:30:00,0.758
"1563",1563,2020-05-01 03:00:00,0.757
"1564",1564,2020-05-01 03:30:00,0.758
"1565",1565,2020-05-01 04:00:00,0.759
"1566",1566,2020-05-01 04:30:00,0.761
"1567",1567,2020-05-01 05:00:00,0.761
"1568",1568,2020-05-01 05:30:00,0.761
"1569",1569,2020-05-01 06:00:00,0.762
"1570",1570,2020-05-01 06:30:00,0.764
"1571",1571,2020-05-01 07:00:00,0.766
"1572",1572,2020-05-01 07:30:00,0.767
"1573",1573,2020-05-01 08:00:00,0.769
"1574",1574,2020-05-01 08:30:00,0.769
"1575",1575,2020-05-01 09:00:00,0.768
"1576",1576,2020-05-01 09:30:00,0.769
"1577",1577,2020-05-01 10:00:00,0.769
"1578",1578,2020-05-01 10:30:00,0.768
"1579",1579,2020-05-01 11:00:00,0.767
"1580",1580,2020-05-01 11:30:00,0.766
"1581",1581,2020-05-01 12:00:00,0.766
"1582",1582,2020-05-01 12:30:00,0.764
"1583",1583,2020-05-01 13:00:00,0.764
"1584",1584,2020-05-01 13:30:00,0.762
"1585",1585,2020-05-01 14:00:00,0.761
"1586",1586,2020-05-01 14:30:00,0.762
"1587",1587,2020-05-01 15:00:00,0.763
"1588",1588,2020-05-01 15:30:00,0.764
"1589",1589,2020-05-01 16:00:00,0.765
"1590",1590,2020-05-01 16:30:00,0.765
"1591",1591,2020-05-01 17:00:00,0.767
"1592",1592,2020-05-01 17:30:00,0.768
"1593",1593,2020-05-01 18:00:00,0.767
"1594",1594,2020-05-01 18:30:00,0.767
"1595",1595,2020-05-01 19:00:00,0.765
"1596",1596,2020-05-01 19:30:00,0.764
"1597",1597,2020-05-01 20:00:00,0.763
"1598",1598,2020-05-01 20:30:00,0.761
"1599",1599,2020-05-01 21:00:00,0.76
"1600",1600,2020-05-01 21:30:00,0.76
"1601",1601,2020-05-01 22:00:00,0.759
"1602",1602,2020-05-01 22:30:00,0.758
"1603",1603,2020-05-01 23:00:00,0.759
"1604",1604,2020-05-01 23:30:00,0.758
"1605",1605,2020-05-02 00:00:00,0.758
"1606",1606,2020-05-02 00:30:00,0.757
"1607",1607,2020-05-02 01:00:00,0.757
"1608",1608,2020-05-02 01:30:00,0.756
"1609",1609,2020-05-02 02:00:00,0.755
"1610",1610,2020-05-02 02:30:00,0.755
"1611",1611,2020-05-02 03:00:00,0.755
"1612",1612,2020-05-02 03:30:00,0.756
"1613",1613,2020-05-02 04:00:00,0.757
"1614",1614,2020-05-02 04:30:00,0.76
"1615",1615,2020-05-02 05:00:00,0.759
"1616",1616,2020-05-02 05:30:00,0.759
"1617",1617,2020-05-02 06:00:00,0.762
"1618",1618,2020-05-02 06:30:00,0.763
"1619",1619,2020-05-02 07:00:00,0.765
"1620",1620,2020-05-02 07:30:00,0.766
"1621",1621,2020-05-02 08:00:00,0.768
"1622",1622,2020-05-02 08:30:00,0.77
"1623",1623,2020-05-02 09:00:00,0.773
"1624",1624,2020-05-02 09:30:00,0.776
"1625",1625,2020-05-02 10:00:00,0.779
"1626",1626,2020-05-02 10:30:00,0.781
"1627",1627,2020-05-02 11:00:00,0.783
"1628",1628,2020-05-02 11:30:00,0.785
"1629",1629,2020-05-02 12:00:00,0.79
"1630",1630,2020-05-02 12:30:00,0.789
